key_cliente;key_tempo;key_localidade;qty_vendas;quantity;amount;cost;total_amount
1b57535714d4a8bbf70dc0383fd1e9733bee4c276dc200711dea20446b53abcc;804c07292f23ad453e18e965063e0592cc90cb1bcd755e193c6b110f4ead1d57;120b1bdb817d39e6621db81f3deb7d97079098c75e9255b168513efbc20d1fc5;1;2;253.26;270.97;-17.71
a6ea7573b3dc963b4cabad848a01cd970570050187446d7ce404b9f92d763379;073cfdabd303c64041da6a2f59df172f4b75d11b9324583554d0d01110f5ad8d;87648e741842126d2512ca70a9d5979db42246fe677e0cbed046a92f6469f772;1;1;771.71;404.92;366.79
9060b8da23bd245d88f8abaa50f2d19f67e254b32cf59d09b3e60c3abc995113;6e69406124de0e05a7f498e20e0787319a148e8aa8bc9d26898b7df315fcce6d;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;1;106;25712.42;13679.87;12032.55
fa750af6cc0b59ca7c30c046dab4fd6ad6568acc4f05c1ae6f587beb7063e109;14b2cedee249cbfe53bcc833a17047f9d75fb45815ae10986e30c22d8e1a45f0;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;1;1;338.69;275.56;63.13
ea70e0e49c570e2ae62d3b3fc135dba1c7877b21eefdd5cf7f5ef1574fa74d95;a8160f45e1cc891a2b5c9956b7f667f84be7951d0f457a0b5464440eb75d704e;1b15379f8a5b8b62d9ddd907861a4bf0c1ded701f733b9aa29a59ce8400bd280;1;34;2273.49;721.73;1551.76
e48ea3d13ca3e011950845bfcc9dd1b22cf9150f20a2f189e5b1397139879a35;11857d0990bc2a3bb38e2a926232d8779b357f11460621f678852ad7de4c297c;5dbef6b3d8ea9e9bc0336055d8284d34071969ebe00aec3d74ff584b6eebec49;1;43;4629.62;1937.16;2692.46
3853339e4810724fad102c6852900bffed472d93b19b4e7c2a8ee951d586941f;92dddeeb7f9e305fb9d6cf06febed28e2d4534b17d491ebe9d378a7d45b3494c;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;1;10;978.69;527.81;450.88
657ac89c777471a954a993e27d0b5bc01f3c3dc643fe05ccac3c24dcf3aaa9da;9319d625031eeda3ef7419c3425baa1eae9109c6dcf2693df3b6adee925563a4;4b76d0ee4a27ae34b2d61194e6312d06ca50a8542728f0164558ad10ea0b0e2d;1;1;739.92;449.69;290.23
329eafb110ecfae0edaf002542ae7de7d1e76676cbe3650708fef02d2da8c72d;8a1490e554796ece51eb268a9044665b7dee21dc5d1b653a65dd597561184f95;f76020289676bcfdf353ace0e3806a0157de25a6d52df0bb2bebb99275f6c37a;1;1;297.14;91.17;205.97
1eb44c4d02a2d42e05036bcc3e9b224459b09493257d54312a468666c5e6775b;90476dce9fc13773d3c80a080ff7e32dea72c10da10772b7047e8f2a8dc536f7;cc9c6f0f81e5872dbd1fb3a825eeba188e23015202641bc800bba6dfe4e75f0a;2;22;6876.61;4189.67;2686.94
143805edd30e18a2da2ba8ebbd8068121e08d8db10db79c69f4d7daf5509d26f;878a7bfc84497820862473757729e3e2512f1bd583a88a0d44bdf958455d913b;5b59dfbbd480a41ad7f2eb1dfc3596f11f8e9e6d635b59a1121338bc7bf4139f;1;13;4706.99;2476.95;2230.04
f99ca33fd8983d42060c6bee690b5543d2b8cb77266ff1d5a3c9cd393d6408a5;ed4e7521a9b7e443c7397be46aa222377cbd9f2425e281e22614a9f233883053;d456aa37db99a97f83503b7a0b7bfea51c82937c39b05c8bd1245d1f44622070;1;1;269.07;159.14;109.93
cdf886e8aa8844d1eea56c80023f7ea742a1a8f9a445baa29f7c4133429f0232;2f0516da43f461a8af5acc544b516ffba45184d764a6360b34f7897a0cd21235;83b4350d4e8417204c6f07b0627b601465a49791717da38494acdc323aa5f150;1;3;258.98;143.73;115.25
bc6c02d8a076d24120576f859197159f9a9cbd7543bc4769bb7382792e41984e;9b04b5700d4912e5f4913012f3118313380a5bfe5280cdd3c3aa64eaeb811c2e;64c9a62483a8d5a0a7ac180902e790100fd93ccb5b30de37ca2f234e9f14c97e;1;1;327.62;140.82;186.8
0106d25e945e2c9aaa83d024d8e51b57ca11e8338295f9d52f7e5b7a0433b9ed;bdcd73432a7de4d3c927049d2e0e3b2fdee5ffe8c9a3aa0c5c64796a29dd0b1e;8e1646a7f9ecf8e7c0ee0669a0310408b747268f953997ef2e8536bfbfb98ba5;1;12;3801.37;2045.72;1755.65
c2d1a79a726fa81b6d91549fc6ceb6eac6a125d1353ff7112ca0e887a083faf3;559fd7312ea8d838c17284e59ff046ac7421a8892bc234ac3caf0fa1e86b364f;003b42ef84a37eb98a8fb2e007399f456d97931b9a18fd1a8edc5b0ec7fff6ca;4;1726;320959.47;171753.48;149205.99
1eb44c4d02a2d42e05036bcc3e9b224459b09493257d54312a468666c5e6775b;eb9bcad1ff7d36ee88ff15c4bc1dbbc3330d99d1e4b09a042e04a49fc334da52;cc9c6f0f81e5872dbd1fb3a825eeba188e23015202641bc800bba6dfe4e75f0a;1;29;3714.13;3131.73;582.4
1560cbde8380c9e06051c15803c143e4187d74b696b6d30b83bbf54377100d05;b04f7aafc8231d4abffdd0bc78154984770c629d65521a64506c6f1fff0b8d43;f8d3284da4226fbd22ba78047b8713246da9d9f7017728327b431ce88ef14c94;1;1;296.46;146.67;149.79
fe448144a387985aebc1642150ae981b6cd2701c12a3b43515d76a2e3ba0b0e2;cf5923b13a16aa32287d079b9a0b734a036ef476309994841b880dca32ed4df0;212ea5b7487e5514e393edeb76cb985a5777199d987b729199cbdc1b47b7b536;1;4;936.76;599.89;336.87
c05f4fab5b621d87a3249c9427195c4237a95695c0d9506ddb7dbf9b49c876e7;0dd06181d784a9b892169bdef1317352d2d8420c2b93925866631d7076d7299c;ea869dc430585a045a2a04583a9c9f6d5dbff50ff3dad6ea0beb9cf7cc1e25ab;1;1;304.63;87.35;217.28
329eafb110ecfae0edaf002542ae7de7d1e76676cbe3650708fef02d2da8c72d;720030bd381c2803d9154364123baed44881616854ef20aba90e3e3e2dc4271a;f76020289676bcfdf353ace0e3806a0157de25a6d52df0bb2bebb99275f6c37a;1;270;1418.45;1093.18;325.27
6585d2dc529aaa84c9a7178405cf225e61390ef305ae0fa10d98563541e72608;fb979f57d38993beab56c1d5ed0ed86808a0112f7b006ea92249b6c40e880140;0d47dc01e66ef2a6cebfdbc9318cef163e41c2cb41d62e8e9987b68ff0354470;1;2;342.99;190.29;152.7
e2644b78672c07983fa9a38fd84e1dea5bd384dc031dc91c54ea6365011c4c32;d6b9899646032c9caed337feee3e9f176b48be6902243b4a0a77822e218ff9b2;933c906af790a8516a3b4d51ec8f3b54c07106653071fc868025834036a55f68;1;1;561.42;353.52;207.9
f10506b7064e7f972b683c5c2cb5fe679c36f2837d91af0f5d31d51ef022a116;670d0fa8a372e0588f224d66cf61cb869b8d9d7661568d00e5870f93941579dd;52ee0123999d54e5caf6de85f3ab5f580052f99b27abaf88b2ecadfd304690fc;1;15;7577.4;4776.6;2800.8
00570f68fabe3f6f0692c626f62a76a49560b8196ef91ea1af70c35f3cd19fb6;3a1c42cb9f947f3cafc407509102d8d401e23f268336d866c79ca637a578652b;76339cb7d3d66f29a672829e63ee9532147c254a42949df90e054a2eac7429d2;1;2;1635.36;718.39;916.97
4e2f972985035a83371e4312ff905f24e4a4ed931a4a90d8ca168a054c81b587;c5685fcc5f5cb7c1c35b0ef109fbccfaf498726bcbf0d5f76cd796d7d18427f0;ae84823d5ba88736eaf11c8ed95975abe1ecec055fd3957945caf6276b17de20;2;18;6662.42;3596.81;3065.61
1b57535714d4a8bbf70dc0383fd1e9733bee4c276dc200711dea20446b53abcc;780201c23a8a7416c8c0029d79014ee44e451dda34b516296c766a324ce0776a;120b1bdb817d39e6621db81f3deb7d97079098c75e9255b168513efbc20d1fc5;1;4;618.27;360.59;257.68
00570f68fabe3f6f0692c626f62a76a49560b8196ef91ea1af70c35f3cd19fb6;6b8bcb160b9830706d374560ca5146a6362c41014856d5600dccc85437341420;76339cb7d3d66f29a672829e63ee9532147c254a42949df90e054a2eac7429d2;1;1;253.11;97.88;155.23
0b5930c9972e0ed98cd70dd0cd652144cfa3983231655a37376a8a3d713891a2;25dfca4e04009967a89b4ca456f9412e820f29147793e963dd4e77cfd83290ab;d6398311d7fb343eca33b68cce392fa0851dc435e6a673540c5dc4ffbd2b4436;1;8;4939.23;2473.8;2465.43
f8cf7063c2a15a77c2161f9f17c58d4afbf6e6c8b49ad1bfb9977260db9cff79;f75a278b7522b6c39c31f02f7d6ef42b8cdfc0fca70d20c3b04fd4acb73feb71;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;3;109;13583.25;6780.24;6803.01
e949a4f81f8e0d0a300a9721b53f80ffa7de961f463fc72a54840eac12766520;2f0516da43f461a8af5acc544b516ffba45184d764a6360b34f7897a0cd21235;489d23a395f7412a3a59ba2033e351542fbdddba8a6b5a0e2167e69a9c488182;4;180;30979.64;21008.96;9970.68
d2a09d0b03dc0b614e2a280879c165323e5a786a4a018d081c88334f548f0e36;48ca8dd2eb70ba3073f20d52baffcb9292d682f4bea4c7697536cc8f8fc5f961;4ca70e10ae81e6bacbd7423492dbc62412404e79ed3eb3826803a5b5e71cd165;1;55;9809.84;5526.48;4283.36
f99ca33fd8983d42060c6bee690b5543d2b8cb77266ff1d5a3c9cd393d6408a5;85e7e312e24627e9b0586b348098e0bfbd9a62310ca84ae7932777c6ce63b5bb;d456aa37db99a97f83503b7a0b7bfea51c82937c39b05c8bd1245d1f44622070;5;8;1836.53;1292.33;544.2
feeca8fbf0261fbba27efe4db2c4d7e1a69db3881a487f10ebf9c626e251d44a;af4928bb408f7f49204efdd402d8799a7fcaf6717bc100e4cb4a382bdbbc5b3a;73d34d7c320311e2220b03d2faf5fedeaff5320460ee16c722528cd1cbd6b2db;1;12;451.47;242.31;209.16
143805edd30e18a2da2ba8ebbd8068121e08d8db10db79c69f4d7daf5509d26f;950dbdc960a9e25d656dfd5c15a5c8e16e6b12d2ee7e648c3468604905347587;5b59dfbbd480a41ad7f2eb1dfc3596f11f8e9e6d635b59a1121338bc7bf4139f;1;1;622.02;293.76;328.26
f99ca33fd8983d42060c6bee690b5543d2b8cb77266ff1d5a3c9cd393d6408a5;7eb7ce36034845d6d596df8b6d8a1c575c8e999af43f1d7c5794066e070d8ed6;d456aa37db99a97f83503b7a0b7bfea51c82937c39b05c8bd1245d1f44622070;1;2;457.73;93.43;364.3
b8f78773632161ea09ef13dd523d13252684b751b840c0a25df0efe5d8857b9a;4789455b84f67172ce390e2ab7d487ee76dbb1cdb3ccc7242aeb9dda39a3d670;25cb654fc839d4c3f34398a88608b3a3deaea3487584806d97db8839aee78c7e;1;42;4104.37;1354.34;2750.03
84852621d6fd905c9ffa5b16a65ff507a4821690dc561cdb1b052b941c19f31a;cd8b1b3c578a25d00f6703a292f61955e1a1d7e10d9c35dba797bdf0a50c849f;9838c1161aea74310a535ae68fd8aca61df9b95613091c492f42579ebb5d715b;1;1;290.53;190.21;100.32
36ae5944533d59e8c416b536dcaa132fd5adb37b045d303bc977f346f7e5df15;32b44df8dde0a4c242aeffba6dc70926039145efb664283d5356517f3f7d9d2e;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;5;163;42835.59;24404.2;18431.39
3ca7346afb04c557bb4da58168ac98d521a08ba6ccee17f2a6f183c793595e0a;7e7eb6b1ce70150913cb83e73b1b9ef4252c371b3bbd10f161ea3907010ff947;20af8f6f39b3f5fa7b061053bf3fa373212f074c5e7e6676f0c4b3186f1c7d00;3;86;4351.85;2718.56;1633.29
2119bbee8eaf6b1725c0ec9449ad34bbd78dd0f64d282298236ce071d8885ddf;44d502393d40af83cdf3d93777004a67cb7203a51ddbdf2acc4c1372c6bc08bc;7c97cf05af4fa789eba2959e90743872c3591e8adc3a5a728003fa60eda30b4b;1;5;754.98;440.45;314.53
47e3fd4248b4ad056abab6251298a0fba9476448408833ba9367e290dbd0716d;44d502393d40af83cdf3d93777004a67cb7203a51ddbdf2acc4c1372c6bc08bc;8346c29c03f498a85d3d898eae22201cc7125dbf35e212bc26430bd2f392a83e;1;1;741.95;449.69;292.26
ae884ffc44cccee24c4ae8d9854d515faf7b68150ff6134769db14737e22513b;0cae95ee7486f3cb4a4a789a563f8c063fb98b758337f48a5cd6566b544e18ef;aec5566452751eaf6688fe16a44183a5148e65af9039a4db9cb2b7fdacb2284b;1;6;510.74;390.52;120.22
15cf562ec23a9bff9b820f76b46324fd2a16bb5ce6d019795fc9292b11046845;de4c0215c4604daff5aea0eb57fb5ac879df9a40e1142add3259ed1fc3f8655c;4b300bf9fcc3c4894c396def74aa982e3aec7ac32fe5e72972b179ab604e123e;2;8;673.83;335.81;338.02
df473818f35ebfededc614888f71d215d6e00f5475f113b0fad27fac603d3397;4add568796df25a4f2217c1f57f4981da37b7bf773fb16b6c5bea15e1c544ff1;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;1;1;344.1;177.06;167.04
92dbfd1c89d52c931bc31b96b52050f332111d48338b6693818689763e398194;5539633120d075959d0f8118958ceafde61bd4e54366e59e3b2b1eaf3772a81b;48681fe15547fd8649432f25ddfbd92c9f6a36e0411617b438378bc88970c334;4;2696;54829.75;49140.73;5689.02
4580f8d4981a205a62fbedc43a31b1f700203131afa9b7f3739bf7fb348837f2;5053396a046fa9d2369ad57c019c440901f724ab409d18755cc84ba405f714bd;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;1;10;378.06;100.15;277.91
885b62413617cd6da5a4deafdf5e6357b2f03e9b9e700858e26cbd3113103f40;e52c4a0a1562db7de6df549b2c13441284d5cd465c3c86ed57fe15d9b6d87fc7;1732b23bdbd931bd4e0c528f516cec0887a1dfb2e68fb9c131a15b47152afde8;4;4;2388.56;1145.52;1243.04
2b69e392b63cf32241fefb9de6521672d6304dfdc0d374f17b97058491dfe0b3;76f0bb7aa326af28539c4eb38aac25792dc3accf16e4f8a07689adc575136704;53c5785493bc683c6ba59d4b84190bfc0e4c69652fcd21a6ae0488eb92b6ac66;2;384;11631.8;7288.43;4343.37
